id,policy_type,accident_type,claim_severity_level,vehicle_category,area_type,vehicle_damage_score,accident_impact_score,repair_risk_index,injury_severity_prob,overall_claim_risk,agent_name,policy_number,claim_date,random_noise,claim_description,claim_amount
10704,A,Collision,Medium,Sedan,Urban,0.408,0.113,0.437,0.731,0.549,Anjali,PN59987,2023-12-05,0.726,Moderate collision causing body and light damage,33178
10705,A,Theft,Medium,Sedan,Rural,0.482,0.633,0.495,0.174,0.364,Priya,PN45502,2023-12-06,0.915,Moderate theft causing body and light damage,29570
10706,C,Collision,Medium,Sedan,Urban,0.508,0.288,0.421,0.34,0.406,Anjali,PN41688,2023-12-07,0.304,Moderate collision causing body and light damage,41938
10707,A,Fire,Medium,SUV,Urban,0.771,0.978,0.839,0.12,0.538,Suresh,PN17304,2023-12-08,0.742,Moderate fire causing body and light damage,66476
10708,C,Collision,Medium,Sedan,Urban,0.935,0.681,0.781,0.464,0.685,Suresh,PN14049,2023-12-09,0.714,Moderate collision causing body and light damage,66665
10709,A,Collision,Low,SUV,Rural,0.439,0.45,0.408,0.172,0.32,Anjali,PN24947,2023-12-10,0.295,Minor collision with small damage,28496
10710,B,Collision,Medium,SUV,Rural,0.815,0.364,0.533,0.286,0.491,Rahul,PN19495,2023-12-11,0.551,Moderate collision causing body and light damage,40298
10711,C,Collision,Low,SUV,Urban,0.166,0.524,0.343,0.361,0.315,Priya,PN34707,2023-12-12,0.627,Minor collision with small damage,36692
10712,B,Fire,Low,Sedan,Rural,0.361,0.703,0.458,0.07,0.283,Kunal,PN71920,2023-12-13,0.481,Minor fire with small damage,43276
10713,B,Fire,Medium,SUV,Urban,0.408,0.544,0.523,0.487,0.486,Suresh,PN54544,2023-12-14,0.827,Moderate fire causing body and light damage,51995
10714,B,Collision,Low,Sedan,Rural,0.329,0.496,0.415,0.044,0.25,Anjali,PN40706,2023-12-15,0.833,Minor collision with small damage,28204
10715,A,Collision,Low,Sedan,Rural,0.283,0.565,0.445,0.273,0.344,Kunal,PN43993,2023-12-16,0.851,Minor collision with small damage,29492
10716,C,Theft,Medium,Truck,Urban,0.683,0.399,0.518,0.527,0.554,Kunal,PN24987,2023-12-17,0.803,Moderate theft causing body and light damage,41950
10717,C,Fire,Medium,SUV,Rural,0.557,0.464,0.492,0.594,0.546,Neha,PN29089,2023-12-18,0.488,Moderate fire causing body and light damage,57032
10718,C,Collision,Medium,Sedan,Urban,0.676,0.029,0.367,0.28,0.394,Suresh,PN75997,2023-12-19,0.381,Moderate collision causing body and light damage,37620
10719,A,Collision,Medium,Sedan,Urban,0.738,0.793,0.708,0.159,0.494,Ramesh,PN19993,2023-12-20,0.831,Moderate collision causing body and light damage,45436
10720,B,Collision,Medium,Sedan,Urban,0.653,0.625,0.621,0.416,0.545,Rahul,PN21465,2023-12-21,0.49,Moderate collision causing body and light damage,50132
10721,C,Theft,Medium,Sedan,Urban,0.732,0.357,0.501,0.509,0.55,Suresh,PN92071,2023-12-22,0.246,Moderate theft causing body and light damage,42495
10722,A,Collision,Medium,Sedan,Rural,0.586,1.0,0.749,0.484,0.61,Ramesh,PN42640,2023-12-23,0.507,Moderate collision causing body and light damage,46289
10723,A,Theft,Medium,Sedan,Urban,0.363,0.572,0.362,0.362,0.362,Amit,PN85997,2023-12-24,0.142,Moderate theft causing body and light damage,28208
10724,B,Collision,Medium,SUV,Urban,0.812,0.291,0.618,0.648,0.669,Ramesh,PN22366,2023-12-25,0.692,Moderate collision causing body and light damage,51087
10725,B,Theft,Medium,SUV,Rural,0.482,0.764,0.589,0.304,0.454,Ramesh,PN39895,2023-12-26,0.336,Moderate theft causing body and light damage,35166
10726,C,Collision,Medium,SUV,Rural,0.413,0.65,0.589,0.325,0.448,Neha,PN11785,2023-12-27,0.261,Moderate collision causing body and light damage,45769
10727,A,Collision,Medium,SUV,Urban,0.564,0.649,0.66,0.311,0.501,Neha,PN16242,2023-12-28,0.957,Moderate collision causing body and light damage,43191
10728,C,Collision,Medium,Sedan,Rural,0.417,0.444,0.366,0.478,0.421,Rahul,PN34529,2023-12-29,0.777,Moderate collision causing body and light damage,38637
10729,A,Theft,Medium,Truck,Urban,0.517,0.663,0.535,0.345,0.455,Neha,PN74399,2023-12-30,0.787,Moderate theft causing body and light damage,32490
10730,A,Collision,High,Truck,Rural,0.669,0.485,0.705,0.738,0.711,Ramesh,PN16356,2023-12-31,0.624,Severe collision with major damage and possible injuries,41247
10731,A,Collision,High,Truck,Urban,0.67,0.689,0.767,0.68,0.713,Priya,PN33229,2024-01-01,0.839,Severe collision with major damage and possible injuries,51048
10732,C,Collision,Low,Truck,Urban,0.42,0.074,0.246,0.394,0.34,Neha,PN95380,2024-01-02,0.759,Minor collision with small damage,31119
10733,B,Collision,Low,Truck,Urban,0.502,0.442,0.485,0.086,0.329,Neha,PN28220,2024-01-03,0.599,Minor collision with small damage,37220
10734,B,Theft,High,SUV,Urban,0.815,0.981,0.866,0.698,0.789,Anjali,PN35651,2024-01-04,0.961,Severe theft with major damage and possible injuries,57193
10735,A,Theft,Medium,Sedan,Urban,0.699,0.358,0.55,0.533,0.573,Ramesh,PN97663,2024-01-05,0.192,Moderate theft causing body and light damage,34608
10736,C,Theft,Medium,SUV,Urban,1.0,0.399,0.664,0.115,0.511,Amit,PN98198,2024-01-06,0.943,Moderate theft causing body and light damage,46478
10737,A,Collision,Medium,SUV,Urban,0.836,0.438,0.535,0.574,0.611,Amit,PN71850,2024-01-07,0.401,Moderate collision causing body and light damage,45230
10738,C,Theft,Medium,SUV,Rural,0.829,0.246,0.472,0.082,0.387,Anjali,PN44261,2024-01-08,0.528,Moderate theft causing body and light damage,33168
10739,B,Collision,Low,SUV,Urban,0.322,0.0,0.162,0.114,0.175,Suresh,PN68479,2024-01-09,0.123,Minor collision with small damage,18425
10740,A,Collision,Medium,Sedan,Urban,0.753,0.492,0.566,0.315,0.503,Rahul,PN60700,2024-01-10,0.54,Moderate collision causing body and light damage,40442
10741,B,Collision,High,Sedan,Urban,0.589,0.584,0.583,0.931,0.724,Amit,PN52380,2024-01-11,0.611,Severe collision with major damage and possible injuries,52553
10742,A,Collision,Medium,Truck,Urban,0.49,0.537,0.46,0.218,0.369,Neha,PN89833,2024-01-12,0.998,Moderate collision causing body and light damage,36068
10743,B,Theft,Medium,SUV,Rural,0.634,0.514,0.535,0.695,0.618,Priya,PN98324,2024-01-13,0.975,Moderate theft causing body and light damage,37252
10744,B,Theft,High,SUV,Rural,0.789,0.561,0.718,0.673,0.714,Suresh,PN37011,2024-01-14,0.966,Severe theft with major damage and possible injuries,42300
10745,A,Theft,Medium,Sedan,Urban,0.7,0.806,0.765,0.203,0.527,Rahul,PN58603,2024-01-15,0.348,Moderate theft causing body and light damage,38675
10746,C,Collision,Medium,Sedan,Urban,0.424,0.502,0.463,0.476,0.461,Priya,PN28447,2024-01-16,0.991,Moderate collision causing body and light damage,46725
10747,A,Collision,Medium,Truck,Rural,0.748,0.406,0.621,0.708,0.682,Priya,PN93940,2024-01-17,0.455,Moderate collision causing body and light damage,40527
10748,B,Collision,Medium,SUV,Urban,0.472,0.48,0.5,0.531,0.507,Neha,PN96677,2024-01-18,0.852,Moderate collision causing body and light damage,42222
10749,C,Collision,Medium,SUV,Rural,0.643,0.695,0.741,0.13,0.477,Ramesh,PN97843,2024-01-19,0.216,Moderate collision causing body and light damage,50262
10750,B,Collision,Medium,SUV,Urban,0.539,0.903,0.698,0.087,0.422,Ramesh,PN85877,2024-01-20,0.506,Moderate collision causing body and light damage,49574
10751,A,Collision,Medium,SUV,Rural,0.556,0.393,0.453,0.619,0.54,Ramesh,PN84678,2024-01-21,0.966,Moderate collision causing body and light damage,34348
10752,C,Collision,Medium,Sedan,Urban,0.753,0.575,0.599,0.26,0.494,Amit,PN74583,2024-01-22,0.947,Moderate collision causing body and light damage,54601
10753,B,Collision,Medium,SUV,Urban,0.392,0.635,0.492,0.458,0.458,Ramesh,PN73056,2024-01-23,0.684,Moderate collision causing body and light damage,42483
10754,A,Theft,Medium,Sedan,Rural,0.989,0.302,0.694,0.261,0.58,Rahul,PN91468,2024-01-24,0.798,Moderate theft causing body and light damage,36930
10755,A,Fire,Low,Sedan,Urban,0.236,0.555,0.46,0.286,0.346,Anjali,PN22017,2024-01-25,0.176,Minor fire with small damage,40293
10756,C,Fire,Medium,SUV,Urban,0.48,0.184,0.38,0.307,0.371,Neha,PN47880,2024-01-26,0.722,Moderate fire causing body and light damage,46219
10757,B,Theft,Low,Truck,Urban,0.674,0.108,0.301,0.22,0.343,Anjali,PN11355,2024-01-27,0.618,Minor theft with small damage,27148
10758,B,Collision,Medium,Sedan,Urban,0.717,0.642,0.733,0.49,0.633,Amit,PN68936,2024-01-28,0.092,Moderate collision causing body and light damage,53002
10759,C,Theft,Medium,Truck,Urban,0.58,0.454,0.425,0.544,0.504,Rahul,PN74608,2024-01-29,0.113,Moderate theft causing body and light damage,40205
10760,C,Theft,Medium,Sedan,Urban,0.589,0.601,0.639,0.204,0.455,Ramesh,PN91622,2024-01-30,0.108,Moderate theft causing body and light damage,43307
10761,A,Collision,Medium,Sedan,Urban,0.682,0.546,0.595,0.213,0.46,Rahul,PN97051,2024-01-31,0.724,Moderate collision causing body and light damage,39639
10762,A,Collision,Medium,Sedan,Urban,0.554,0.306,0.465,0.645,0.555,Anjali,PN89756,2024-02-01,0.142,Moderate collision causing body and light damage,38204
10763,A,Theft,Medium,Sedan,Rural,0.879,0.539,0.642,0.192,0.509,Priya,PN57266,2024-02-02,0.468,Moderate theft causing body and light damage,32904
10764,B,Collision,Medium,SUV,Urban,0.768,0.242,0.563,0.468,0.566,Neha,PN64554,2024-02-03,0.357,Moderate collision causing body and light damage,46043
10765,A,Collision,High,Sedan,Urban,0.775,0.898,0.763,0.707,0.743,Neha,PN68215,2024-02-04,0.551,Severe collision with major damage and possible injuries,56799
10766,B,Collision,Low,SUV,Urban,0.407,0.211,0.275,0.169,0.259,Anjali,PN70656,2024-02-05,0.706,Minor collision with small damage,27347
10767,C,Collision,Medium,Truck,Urban,0.584,0.501,0.493,0.263,0.419,Rahul,PN64104,2024-02-06,0.685,Moderate collision causing body and light damage,47135
10768,C,Collision,Low,Sedan,Urban,0.54,0.289,0.327,0.256,0.341,Suresh,PN86844,2024-02-07,0.516,Minor collision with small damage,37568
10769,A,Collision,Medium,SUV,Urban,0.399,0.693,0.55,0.302,0.421,Anjali,PN10969,2024-02-08,0.464,Moderate collision causing body and light damage,38313
10770,C,Collision,Medium,Sedan,Urban,0.672,0.467,0.66,0.406,0.561,Neha,PN10254,2024-02-09,0.398,Moderate collision causing body and light damage,55852
10771,A,Collision,Medium,SUV,Urban,0.492,0.42,0.59,0.245,0.432,Priya,PN20306,2024-02-10,0.862,Moderate collision causing body and light damage,34974
10772,C,Theft,Medium,Sedan,Urban,0.731,0.763,0.752,0.498,0.646,Anjali,PN75516,2024-02-11,0.331,Moderate theft causing body and light damage,53200
10773,A,Collision,Medium,Sedan,Urban,0.386,0.557,0.527,0.519,0.496,Anjali,PN78197,2024-02-12,0.259,Moderate collision causing body and light damage,38729
10774,A,Collision,Medium,Sedan,Urban,0.944,0.679,0.823,0.364,0.663,Neha,PN90845,2024-02-13,0.743,Moderate collision causing body and light damage,53311
10775,C,Collision,Low,Sedan,Urban,0.421,0.305,0.388,0.211,0.323,Anjali,PN28223,2024-02-14,0.36,Minor collision with small damage,35391
10776,A,Fire,Medium,Sedan,Urban,0.644,0.199,0.404,0.627,0.541,Suresh,PN81441,2024-02-15,0.847,Moderate fire causing body and light damage,44214
10777,A,Collision,Medium,SUV,Urban,0.758,0.577,0.677,0.359,0.566,Neha,PN77967,2024-02-16,0.328,Moderate collision causing body and light damage,44480
10778,B,Collision,Low,Truck,Rural,0.486,0.47,0.505,0.108,0.342,Kunal,PN83292,2024-02-17,0.702,Minor collision with small damage,32561
10779,B,Fire,Medium,Truck,Urban,0.77,0.707,0.71,0.182,0.511,Neha,PN80889,2024-02-18,0.045,Moderate fire causing body and light damage,63717
10780,B,Theft,Medium,SUV,Urban,0.354,0.53,0.438,0.33,0.378,Suresh,PN60117,2024-02-19,0.386,Moderate theft causing body and light damage,30959
10781,B,Collision,Medium,Sedan,Urban,0.89,0.601,0.743,0.278,0.587,Kunal,PN11737,2024-02-20,0.343,Moderate collision causing body and light damage,53025
10782,B,Theft,Medium,Sedan,Urban,0.603,0.144,0.415,0.205,0.368,Kunal,PN92404,2024-02-21,0.817,Moderate theft causing body and light damage,27443
10783,A,Collision,Medium,Sedan,Urban,0.481,1.0,0.687,0.316,0.497,Neha,PN42476,2024-02-22,0.967,Moderate collision causing body and light damage,46205
10784,A,Collision,Medium,Sedan,Urban,0.54,0.509,0.522,0.178,0.388,Anjali,PN34325,2024-02-23,0.461,Moderate collision causing body and light damage,36053
10785,A,Collision,Medium,SUV,Rural,0.762,0.724,0.839,0.401,0.648,Rahul,PN22326,2024-02-24,0.825,Moderate collision causing body and light damage,45931
10786,C,Collision,Medium,SUV,Urban,0.483,0.341,0.47,0.302,0.406,Amit,PN22911,2024-02-25,0.7,Moderate collision causing body and light damage,43460
10787,B,Theft,Medium,Sedan,Rural,0.45,0.627,0.606,0.421,0.501,Kunal,PN39080,2024-02-26,0.967,Moderate theft causing body and light damage,35069
10788,B,Collision,Medium,Sedan,Urban,0.556,0.224,0.391,0.383,0.421,Rahul,PN32635,2024-02-27,0.811,Moderate collision causing body and light damage,33569
10789,B,Collision,Medium,Truck,Urban,0.365,0.663,0.53,0.533,0.498,Neha,PN61179,2024-02-28,0.077,Moderate collision causing body and light damage,44202
10790,C,Theft,Medium,SUV,Urban,0.964,0.461,0.763,0.43,0.67,Ramesh,PN15213,2024-02-29,0.713,Moderate theft causing body and light damage,54796
10791,A,Theft,Medium,Sedan,Urban,0.487,0.557,0.6,0.465,0.523,Ramesh,PN67142,2024-03-01,0.535,Moderate theft causing body and light damage,33777
10792,B,Collision,Medium,Truck,Urban,0.766,0.724,0.648,0.439,0.588,Amit,PN73545,2024-03-02,0.016,Moderate collision causing body and light damage,51636
10793,B,Theft,Medium,Truck,Urban,0.642,0.242,0.376,0.441,0.455,Kunal,PN37940,2024-03-03,0.251,Moderate theft causing body and light damage,32137
10794,B,Collision,Medium,Sedan,Urban,0.403,0.379,0.456,0.48,0.455,Neha,PN58604,2024-03-04,0.922,Moderate collision causing body and light damage,37609
10795,A,Theft,Medium,Sedan,Rural,0.599,0.664,0.618,0.372,0.516,Priya,PN98901,2024-03-05,0.926,Moderate theft causing body and light damage,31767
10796,C,Theft,High,SUV,Rural,0.757,1.0,0.845,0.796,0.807,Kunal,PN84332,2024-03-06,0.799,Severe theft with major damage and possible injuries,56822
10797,C,Fire,Medium,Truck,Urban,0.562,0.515,0.476,0.393,0.46,Neha,PN59119,2024-03-07,0.982,Moderate fire causing body and light damage,60419
10798,B,Collision,Medium,Truck,Urban,0.839,0.698,0.74,0.089,0.5,Ramesh,PN92888,2024-03-08,0.807,Moderate collision causing body and light damage,51637
10799,B,Collision,Medium,Sedan,Urban,0.804,0.523,0.594,0.208,0.481,Suresh,PN71604,2024-03-09,0.01,Moderate collision causing body and light damage,46425
10800,C,Collision,High,Sedan,Urban,0.784,1.0,0.996,0.439,0.731,Amit,PN26820,2024-03-10,0.288,Severe collision with major damage and possible injuries,75134
10801,B,Collision,Medium,SUV,Urban,0.508,0.113,0.31,0.369,0.373,Suresh,PN86502,2024-03-11,0.031,Moderate collision causing body and light damage,29613
10802,A,Collision,Medium,SUV,Urban,0.384,0.574,0.476,0.362,0.412,Priya,PN77345,2024-03-12,0.094,Moderate collision causing body and light damage,34798
10803,B,Fire,Low,Sedan,Urban,0.477,0.144,0.34,0.09,0.267,Neha,PN49314,2024-03-13,0.219,Minor fire with small damage,35584
10804,B,Collision,Medium,Truck,Urban,0.639,0.0,0.368,0.463,0.46,Anjali,PN50875,2024-03-14,0.504,Moderate collision causing body and light damage,33618
10805,B,Collision,Medium,SUV,Rural,0.709,0.624,0.714,0.118,0.475,Priya,PN81041,2024-03-15,0.848,Moderate collision causing body and light damage,41526
10806,B,Theft,Medium,Truck,Urban,0.166,0.585,0.429,0.685,0.479,Suresh,PN80793,2024-03-16,0.862,Moderate theft causing body and light damage,32054
10807,C,Collision,Medium,Truck,Rural,0.598,0.479,0.507,0.262,0.427,Neha,PN90587,2024-03-17,0.616,Moderate collision causing body and light damage,41587
10808,C,Theft,Medium,SUV,Urban,0.632,0.523,0.563,0.455,0.533,Kunal,PN14909,2024-03-18,0.928,Moderate theft causing body and light damage,45413
10809,B,Collision,Medium,Sedan,Urban,0.544,1.0,0.811,0.229,0.525,Rahul,PN24866,2024-03-19,0.5,Moderate collision causing body and light damage,54736
10810,A,Collision,Medium,SUV,Urban,0.858,0.485,0.645,0.047,0.449,Rahul,PN52789,2024-03-20,0.889,Moderate collision causing body and light damage,39782
10811,C,Collision,Medium,Sedan,Urban,0.684,0.678,0.681,0.184,0.483,Kunal,PN75997,2024-03-21,0.454,Moderate collision causing body and light damage,56827
10812,C,Collision,Medium,SUV,Urban,0.862,0.388,0.645,0.326,0.561,Priya,PN38460,2024-03-22,0.277,Moderate collision causing body and light damage,54376
10813,A,Fire,Medium,Sedan,Urban,0.557,0.624,0.63,0.086,0.397,Anjali,PN58500,2024-03-23,0.916,Moderate fire causing body and light damage,50299
10814,C,Collision,Medium,SUV,Urban,0.787,0.49,0.55,0.784,0.691,Rahul,PN78769,2024-03-24,0.388,Moderate collision causing body and light damage,60242
10815,C,Collision,Medium,Sedan,Urban,0.927,0.447,0.723,0.372,0.623,Anjali,PN22128,2024-03-25,0.503,Moderate collision causing body and light damage,59266
10816,B,Collision,Medium,Sedan,Urban,0.862,1.0,0.919,0.282,0.653,Anjali,PN15202,2024-03-26,0.329,Moderate collision causing body and light damage,61942
10817,B,Collision,Medium,Sedan,Urban,0.382,0.844,0.648,0.607,0.579,Rahul,PN75327,2024-03-27,0.663,Moderate collision causing body and light damage,50594
10818,A,Fire,Medium,Sedan,Urban,0.549,0.584,0.606,0.324,0.482,Ramesh,PN57965,2024-03-28,0.995,Moderate fire causing body and light damage,49910
10819,A,Collision,Medium,SUV,Urban,0.531,0.0,0.346,0.513,0.45,Rahul,PN41238,2024-03-29,0.026,Moderate collision causing body and light damage,28832
10820,A,Theft,Medium,SUV,Urban,0.698,0.46,0.646,0.147,0.457,Ramesh,PN89258,2024-03-30,0.9,Moderate theft causing body and light damage,35789
10821,C,Fire,High,SUV,Urban,0.737,1.0,0.936,0.599,0.761,Amit,PN59240,2024-03-31,0.004,Severe fire with major damage and possible injuries,93008
10822,A,Collision,Medium,Sedan,Rural,0.432,0.492,0.534,0.179,0.372,Ramesh,PN93583,2024-04-01,0.364,Moderate collision causing body and light damage,30857
10823,A,Fire,Medium,Sedan,Urban,0.614,0.826,0.734,0.342,0.553,Ramesh,PN78837,2024-04-02,0.169,Moderate fire causing body and light damage,61026
10824,A,Collision,Medium,Sedan,Rural,0.196,0.91,0.555,0.387,0.416,Suresh,PN64289,2024-04-03,0.757,Moderate collision causing body and light damage,35318
10825,B,Collision,High,Sedan,Urban,0.888,0.605,0.79,0.634,0.747,Anjali,PN42544,2024-04-04,0.051,Severe collision with major damage and possible injuries,57372
10826,C,Collision,Medium,Truck,Urban,0.498,0.34,0.455,0.435,0.456,Anjali,PN70064,2024-04-05,0.553,Moderate collision causing body and light damage,44524
10827,A,Theft,Medium,Sedan,Urban,0.611,0.0,0.29,0.533,0.451,Ramesh,PN91176,2024-04-06,0.295,Moderate theft causing body and light damage,23661
10828,A,Fire,Medium,Sedan,Urban,0.538,0.721,0.65,0.25,0.468,Ramesh,PN32413,2024-04-07,0.134,Moderate fire causing body and light damage,54249
10829,B,Collision,Medium,Sedan,Urban,0.829,0.346,0.586,0.563,0.625,Suresh,PN92341,2024-04-08,0.772,Moderate collision causing body and light damage,47934
10830,B,Theft,Low,Sedan,Rural,0.032,0.594,0.271,0.505,0.317,Ramesh,PN95669,2024-04-09,0.217,Minor theft with small damage,26952
10831,A,Collision,Medium,SUV,Urban,0.597,0.238,0.482,0.166,0.378,Rahul,PN58899,2024-04-10,0.224,Moderate collision causing body and light damage,33822
10832,B,Collision,Medium,SUV,Urban,0.579,0.484,0.534,0.456,0.512,Kunal,PN96891,2024-04-11,0.275,Moderate collision causing body and light damage,42960
10833,A,Collision,Medium,Sedan,Urban,0.509,0.558,0.636,0.2,0.436,Ramesh,PN98765,2024-04-12,0.587,Moderate collision causing body and light damage,38453
10834,A,Fire,Medium,Sedan,Rural,0.945,0.617,0.7,0.404,0.631,Amit,PN79969,2024-04-13,0.66,Moderate fire causing body and light damage,57672
10835,B,Theft,Medium,Sedan,Urban,0.423,0.271,0.319,0.733,0.505,Ramesh,PN43033,2024-04-14,0.018,Moderate theft causing body and light damage,32046
10836,B,Collision,Medium,Sedan,Urban,0.754,0.849,0.803,0.461,0.656,Ramesh,PN11378,2024-04-15,0.242,Moderate collision causing body and light damage,59238
10837,C,Collision,Medium,Sedan,Urban,0.671,0.401,0.593,0.442,0.548,Amit,PN16503,2024-04-16,0.431,Moderate collision causing body and light damage,53733
10838,A,Collision,Medium,Truck,Rural,0.852,0.131,0.512,0.353,0.517,Kunal,PN52774,2024-04-17,0.332,Moderate collision causing body and light damage,33871
10839,B,Collision,Medium,SUV,Rural,0.467,0.523,0.51,0.381,0.45,Suresh,PN69608,2024-04-18,0.884,Moderate collision causing body and light damage,36627
10840,B,Collision,Low,SUV,Urban,0.453,0.559,0.45,0.099,0.31,Rahul,PN43617,2024-04-19,0.788,Minor collision with small damage,36046
10841,A,Fire,Medium,Sedan,Rural,0.819,0.59,0.647,0.273,0.532,Kunal,PN14814,2024-04-20,0.626,Moderate fire causing body and light damage,52123
10842,B,Collision,Medium,Sedan,Rural,0.685,0.891,0.804,0.446,0.637,Ramesh,PN68335,2024-04-21,0.338,Moderate collision causing body and light damage,52803
10843,A,Collision,Low,SUV,Urban,0.291,0.491,0.323,0.139,0.243,Rahul,PN33763,2024-04-22,0.701,Minor collision with small damage,27499
10844,C,Collision,Medium,SUV,Urban,0.492,0.52,0.48,0.464,0.476,Priya,PN20000,2024-04-23,0.844,Moderate collision causing body and light damage,49030
10845,A,Fire,Medium,SUV,Urban,0.677,0.274,0.501,0.442,0.513,Anjali,PN90824,2024-04-24,0.595,Moderate fire causing body and light damage,44344
10846,B,Theft,Medium,Sedan,Rural,0.768,0.755,0.712,0.12,0.486,Rahul,PN13274,2024-04-25,0.784,Moderate theft causing body and light damage,39799
10847,A,Collision,Medium,SUV,Urban,0.464,0.596,0.61,0.608,0.58,Suresh,PN59868,2024-04-26,0.749,Moderate collision causing body and light damage,42596
10848,C,Theft,Low,Sedan,Rural,0.017,0.445,0.292,0.11,0.164,Suresh,PN64232,2024-04-27,0.572,Minor theft with small damage,22566
10849,B,Collision,Medium,Truck,Urban,0.705,0.074,0.311,0.231,0.358,Anjali,PN24227,2024-04-28,0.312,Moderate collision causing body and light damage,30482
10850,B,Collision,Medium,SUV,Rural,0.356,0.911,0.587,0.194,0.383,Kunal,PN27279,2024-04-29,0.746,Moderate collision causing body and light damage,41897
10851,A,Collision,Low,SUV,Urban,0.197,0.243,0.106,0.267,0.188,Ramesh,PN84904,2024-04-30,0.207,Minor collision with small damage,19465
10852,B,Collision,Low,Sedan,Urban,0.034,0.402,0.179,0.287,0.193,Anjali,PN74940,2024-05-01,0.779,Minor collision with small damage,23325
10853,A,Collision,Medium,SUV,Rural,0.763,0.64,0.74,0.571,0.677,Amit,PN52736,2024-05-02,0.805,Moderate collision causing body and light damage,47296
10854,C,Fire,Medium,Sedan,Rural,0.626,0.251,0.418,0.508,0.496,Suresh,PN19651,2024-05-03,0.822,Moderate fire causing body and light damage,51854
10855,A,Theft,Medium,Sedan,Rural,0.555,0.177,0.389,0.66,0.531,Amit,PN89439,2024-05-04,0.473,Moderate theft causing body and light damage,26888
10856,A,Theft,Medium,Sedan,Urban,0.878,0.019,0.372,0.21,0.408,Kunal,PN94463,2024-05-05,0.192,Moderate theft causing body and light damage,27639
10857,A,Collision,Medium,SUV,Urban,0.727,0.73,0.769,0.292,0.57,Kunal,PN17771,2024-05-06,0.1,Moderate collision causing body and light damage,47548
10858,B,Collision,Medium,Sedan,Urban,0.923,0.414,0.641,0.043,0.458,Priya,PN88996,2024-05-07,0.743,Moderate collision causing body and light damage,46332
10859,B,Theft,Medium,Sedan,Urban,0.321,1.0,0.661,0.08,0.361,Amit,PN80173,2024-05-08,0.886,Moderate theft causing body and light damage,37494
10860,A,Collision,Medium,Truck,Urban,0.593,0.301,0.443,0.426,0.466,Kunal,PN50834,2024-05-09,0.651,Moderate collision causing body and light damage,35066
10861,C,Collision,Medium,Sedan,Urban,0.277,0.32,0.235,0.706,0.432,Kunal,PN13553,2024-05-10,0.144,Moderate collision causing body and light damage,34553
10862,B,Collision,Medium,SUV,Urban,0.554,0.409,0.424,0.223,0.37,Kunal,PN44117,2024-05-11,0.935,Moderate collision causing body and light damage,37538
10863,B,Theft,Medium,Sedan,Rural,0.55,0.611,0.629,0.75,0.662,Anjali,PN99116,2024-05-12,0.989,Moderate theft causing body and light damage,39135
10864,B,Collision,Medium,Sedan,Urban,0.725,0.432,0.599,0.128,0.436,Neha,PN87058,2024-05-13,0.433,Moderate collision causing body and light damage,42704
10865,B,Collision,Medium,SUV,Urban,0.609,0.703,0.709,0.279,0.517,Kunal,PN72137,2024-05-14,0.595,Moderate collision causing body and light damage,49650
10866,B,Theft,Medium,Sedan,Urban,0.725,0.305,0.531,0.233,0.45,Kunal,PN44890,2024-05-15,0.777,Moderate theft causing body and light damage,33123
10867,A,Collision,Medium,SUV,Urban,0.741,0.205,0.48,0.347,0.479,Amit,PN89428,2024-05-16,0.736,Moderate collision causing body and light damage,38381
10868,A,Collision,Medium,SUV,Urban,1.0,0.1,0.464,0.476,0.576,Suresh,PN18689,2024-05-17,0.968,Moderate collision causing body and light damage,40032
10869,C,Collision,Low,SUV,Rural,0.537,0.0,0.255,0.234,0.303,Amit,PN38063,2024-05-18,0.115,Minor collision with small damage,27768
10870,C,Collision,Medium,SUV,Rural,0.412,0.42,0.415,0.878,0.599,Amit,PN67198,2024-05-19,0.581,Moderate collision causing body and light damage,43143
10871,A,Theft,Medium,Sedan,Rural,0.649,0.475,0.66,0.504,0.595,Neha,PN89598,2024-05-20,0.692,Moderate theft causing body and light damage,33491
10872,A,Collision,Low,Sedan,Rural,0.44,0.392,0.45,0.151,0.328,Neha,PN11363,2024-05-21,0.89,Minor collision with small damage,29544
10873,B,Collision,Medium,SUV,Urban,0.896,0.861,0.955,0.138,0.617,Anjali,PN26691,2024-05-22,0.874,Moderate collision causing body and light damage,61942
10874,B,Fire,Medium,SUV,Urban,0.543,0.857,0.73,0.423,0.57,Ramesh,PN12751,2024-05-23,0.978,Moderate fire causing body and light damage,67066
10875,A,Fire,Low,Truck,Urban,0.487,0.466,0.441,0.056,0.296,Suresh,PN17782,2024-05-24,0.512,Minor fire with small damage,39939
10876,A,Fire,Medium,Truck,Urban,0.506,0.102,0.309,0.718,0.512,Kunal,PN93184,2024-05-25,0.831,Moderate fire causing body and light damage,39061
10877,B,Collision,Medium,Truck,Urban,0.744,0.408,0.588,0.48,0.576,Anjali,PN22540,2024-05-26,0.427,Moderate collision causing body and light damage,45536
10878,B,Collision,Medium,SUV,Urban,0.568,0.4,0.437,0.387,0.444,Ramesh,PN55991,2024-05-27,0.422,Moderate collision causing body and light damage,39267
10879,A,Fire,Medium,Sedan,Urban,0.472,0.386,0.409,0.268,0.365,Kunal,PN80875,2024-05-28,0.253,Moderate fire causing body and light damage,39499
